"id","setor","subSetor","empName","ultBal","codigo","roic","cresRec5a","nAcoes","divBruta","disponib","ativCirc","ativos","patLiq","recLiq12m","ebit12m","LucLiq12m","recLiq3m","ebit3m","LucLiq3m","ultInsert","ultAt"
"1499","Utilidades Domésticas","Eletrodomésticos","WHIRLPOOL S.A. PN","2023-06-30","WHRL4","17","14.1","1502790000","1062790000","1809650000","6157650000","8751600000","2387150000","10818200000","597403000","351742000","2634200000","159639000","125906000","2023-08-12 03:04:31","2023-08-12 03:04:31"
"1500","Tecidos, Vestuário e Calçados","Fios e Tecidos","DOHLER PN","2023-06-30","DOHL4","-2.1","10","75645000","107024000","83047000","519944000","963446000","699104000","655439000","-17825000","-9392000","153267000","-12062000","-12931000","2023-08-12 03:04:39","2023-08-12 03:04:39"
"1501","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","PANATLANTICA PN","2023-06-30","PATI4","4.3","23.7","23932000","497380000","581552000","1361580000","1752110000","845603000","2010270000","39544000","24471000","457272000","11890000","471000","2023-08-12 03:04:51","2023-08-12 03:04:51"
"1502","Alimentos Processados","Carnes e Derivados","EXCELSIOR PN","2023-06-30","BAUH4","7.6","3.3","5222000","10022000","27890000","72978000","161823000","96015000","209987000","7752000","-3822000","54232000","964000","1588000","2023-08-12 03:05:06","2023-08-12 03:05:06"
"1503","Energia Elétrica","Energia Elétrica","CELESC PN N2","2023-06-30","CLSC4","7.4","9.2","38572000","2473790000","1033760000","3891020000","11795200000","3201190000","10246800000","728348000","612570000","2599830000","264458000","214970000","2023-08-12 03:05:41","2023-08-12 03:05:41"
"1504","Comércio","Tecidos, Vestuário e Calçados","GRAZZIOTIN PN","2023-06-30","CGRA4","9.3","12.1","19401100","0","107288000","530074000","1202720000","845384000","663871000","92034000","96480000","207777000","46437000","39601000","2023-08-12 03:06:25","2023-08-12 03:06:25"
"1505","Madeira e Papel","Papel e Celulose","MELHORAMENTOS PN","2023-06-30","MSPA4","-0.6","13.9","6405000","148840000","49403000","123213000","1421130000","824938000","202405000","-8595000","16696000","48623000","697000","6968000","2023-08-12 03:06:28","2023-08-12 03:06:28"
"1506","Tecidos, Vestuário e Calçados","Fios e Tecidos","TEKA S.A. PN","2023-06-30","TEKA4","-0.5","20.8","503000","536109000","192000","103493000","1119880000","-1993950000","275729000","-3181000","-150977000","67400000","14000","-40360000","2023-08-12 03:06:43","2023-08-12 03:06:43"
"1507","Alimentos Processados","Carnes e Derivados","MINUPAR ON","2023-06-30","MNPR3","21.6","16.7","7100000","290000","112000","182116000","322406000","-327213000","383556000","65917000","-1551000","95412000","14577000","29000","2023-08-12 21:49:10","2023-08-12 21:49:10"
"1508","Construção Civil","Incorporações","PDG REALT ON NM","2023-06-30","PDGR3","-6.1","-6","3222000","1381160000","83697000","860139000","1100910000","-5155050000","110469000","-46639000","-816857000","35567000","-7518000","-130972000","2023-08-12 21:49:27","2023-08-12 21:49:27"
"1509","Energia Elétrica","Energia Elétrica","CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB","2023-06-30","CEBR6","9.2","-47.2","72082000","0","624622000","736222000","1408560000","1003460000","283996000","71162000","188426000","82536000","28780000","39276000","2023-08-16 21:40:20","2023-08-16 21:40:20"
"1510","Energia Elétrica","Energia Elétrica","COPEL PNB","2023-06-30","CPLE6","7.9","10.8","2966440000","16307700000","4447800000","11108500000","54007100000","21760800000","21971800000","3738590000","1928570000","5359730000","774783000","317792000","2023-08-16 21:40:29","2023-08-16 21:40:29"
"1511","Construção e Engenharia","Engenharia Consultiva","SONDOTECNICA S/A. PNB","2023-06-30","SOND6","66.4","29.7","2458000","0","32477000","60473000","92432000","55632000","163768000","38976000","16385000","37446000","3976000","448000","2023-08-16 21:40:32","2023-08-16 21:40:32"
"1512","Exploração de Imóveis","Exploração de Imóveis","CIA HABITASUL PNA","2023-06-30","HBTS5","1.7","49.1","9133690","246529000","90881000","175516000","1444170000","573238000","100772000","22976000","119739000","8069000","-10647000","69479000","2023-08-16 21:40:41","2023-08-16 21:40:41"
"1513","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","RAIZEN PN N2","2023-06-30","RAIZ4","8.3","45.5","10352500000","43915400000","4066100000","47171200000","111896000000","22691000000","228396000000","7466540000","2526980000","48822000000","794345000","637750000","2023-08-16 21:41:12","2023-08-16 21:41:12"
"1514","Tecidos, Vestuário e Calçados","Fios e Tecidos","RENAUX PN","2023-06-30","TXRX4","11.6","27","4259000","301985000","120000","115115000","229473000","-345671000","193733000","19054000","-7042000","34898000","-2891000","-12100000","2023-08-16 21:41:15","2023-08-16 21:41:15"
"1515","Energia Elétrica","Energia Elétrica","RENOVA PN N2","2023-06-30","RNEW4","-0.7","0.2","249484000","1023430000","29474000","78767000","2740810000","855087000","246785000","-19830000","645852000","53861000","-5603000","-42732000","2023-08-16 21:41:17","2023-08-16 21:41:17"
"1516","Construção e Engenharia","Construção Pesada","AZEVEDO & TRAVASSOS PN","2023-06-30","AZEV4","-21.6","761.7","93142000","51198000","8980000","256757000","614575000","119223000","532657000","-112511000","-47825000","147916000","-14815000","42312000","2023-08-16 21:41:20","2023-08-16 21:41:20"
"1517","Hoteis e Restaurantes","Hotelaria","HOTEIS OTHON S.A. PN","2023-06-30","HOOT4","33.5","15.8","18372000","1005000","11238000","45968000","508121000","-212115000","128233000","162018000","140035000","27673000","1266000","-16668000","2023-08-16 21:41:29","2023-08-16 21:41:29"
"1518","Viagens e Lazer","Brinquedos e Jogos","ESTRELA PN","2023-06-30","ESTR4","1.6","11.3","8084000","76233000","951000","127364000","256060000","-539624000","173839000","3649000","-64794000","36686000","-1659000","-12524000","2023-08-16 21:41:44","2023-08-16 21:41:44"
"1519","Máquinas e Equipamentos","Máq. e Equip. Industriais","INEPAR S/A PN","2023-06-30","INEP4","-4.5","-19.3","43399100","914743000","224000","109211000","1290960000","-1776680000","8974000","-54803000","-378159000","1282000","-11449000","-74277000","2023-08-16 21:42:12","2023-08-16 21:42:12"
"1520","Tecidos, Vestuário e Calçados","Fios e Tecidos","CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN","2023-06-30","CEDO4","23.3","20.5","10000000","247517000","15370000","458554000","839642000","150812000","1218930000","169830000","48007000","312869000","57669000","20094000","2023-08-16 21:42:23","2023-08-16 21:42:23"
"1521","Tecidos, Vestuário e Calçados","Vestuário","TRACK FIELD PN","2023-06-30","TFCO4","27.4","34","159718000","98830000","39929000","426288000","594833000","369585000","620924000","136797000","111131000","155775000","33579000","26831000","2023-08-16 21:42:23","2023-08-16 21:42:23"
"1522","Comércio","Material de Transporte","WLM PN","2023-06-30","WLMM4","17.6","25.3","36414700","155182000","157489000","583099000","944222000","653320000","2217990000","133796000","113374000","534608000","23935000","25255000","2023-08-16 21:42:37","2023-08-16 21:42:37"
"1523","Equipamentos","Equipamentos","BAUMER PN","2023-06-30","BALM4","14.5","4","9800000","23921000","50761000","173380000","248126000","142407000","182619000","27246000","800000","47538000","7343000","4180000","2023-08-16 21:42:39","2023-08-16 21:42:39"
"1524","Material de Transporte","Material Rodoviário","RECRUSUL PN","2023-06-30","RCSL4","-1.9","56.6","127289000","0","266000","31213000","61083000","433000","66288000","-1095000","-12763000","15530000","-637000","-730000","2023-08-16 21:42:48","2023-08-16 21:42:48"
"1525","Máquinas e Equipamentos","Máq. e Equip. Industriais","BARDELLA PN","2023-06-30","BDLL4","-7.8","-18","1600000","182695000","25708000","307742000","629583000","-142292000","38188000","-45226000","55268000","9507000","-5896000","-18584000","2023-08-16 21:42:53","2023-08-16 21:42:53"
"1526","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","MANGELS PN N1","2023-06-30","MGEL4","12.2","20.8","5783210","646317000","86307000","367143000","784752000","32096000","958731000","79567000","222254000","243545000","24430000","18329000","2023-08-16 21:42:54","2023-08-16 21:42:54"
"1527","Energia Elétrica","Energia Elétrica","ENERGISA PN","2023-06-30","ENGI4","10.7","12.6","2039090000","31112700000","8578200000","17539300000","65091300000","11837500000","26831000000","5820950000","1597710000","6586070000","1425490000","484259000","2023-08-16 21:43:08","2023-08-16 21:43:08"
"1528","Comércio","Produtos Diversos","EDITORA SARAIVA PN","2023-06-30","SLED4","-2259.9","-48.7","9635000","35982000","98000","21688000","64369000","-381277000","74319000","-69719000","68902000","7432000","-11782000","-17552000","2023-08-16 21:43:26","2023-08-16 21:43:26"
"1529","Telecomunicações","Telecomunicações","TELEBRAS PN","2023-06-30","TELB4","-11.1","76.6","86383000","130481000","1192700000","1617840000","4058020000","1676680000","390356000","-308003000","-3541000","101198000","-93227000","-2749000","2023-08-16 21:43:41","2023-08-16 21:43:41"
"1530","Holdings Diversificadas","Holdings Diversificadas","CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN","2023-06-30","PEAB4","1.2","-47.8","12850000","114912000","226876000","273562000","876822000","693041000","49275000","7801000","22809000","13200000","2783000","5370000","2023-08-16 21:43:46","2023-08-16 21:43:46"
"1531","Utilidades Domésticas","Utensílios Domésticos","HERCULES S/A PN","2023-06-30","HETA4","16.2","44.2","510000","324582000","0","3604000","13788000","-351396000","3334000","2206000","205653000","963000","89000","-611000","2023-08-16 21:43:50","2023-08-16 21:43:50"
"1532","Intermediários Financeiros","Bancos","ITAÚSA PN N1","2023-06-30","ITSA4","1.2","15.7","9701410000","12606000000","7606000000","13210000000","102327000000","76867000000","7807000000","1104000000","13270000000","1954000000","250000000","3593000000","2023-08-16 21:43:51","2023-08-16 21:43:51"
"1533","Máquinas e Equipamentos","Armas e Munições","TAURUS ARMAS PN","2023-06-30","TASA4","24.3","29.5","126634000","450588000","206674000","1212210000","2050210000","1058530000","2161380000","421764000","308431000","470285000","65317000","48863000","2023-08-16 21:43:56","2023-08-16 21:43:56"
"1534","Alimentos Processados","Alimentos Diversos","JOSAPAR S/A PN","2023-06-30","JOPA4","5.7","18.2","10582000","1184290000","532721000","1610010000","2240770000","570122000","2195860000","92627000","14318000","456149000","22067000","158000","2023-08-16 21:44:00","2023-08-16 21:44:00"
"1535","Energia Elétrica","Energia Elétrica","DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA PN","2023-06-30","GEPA4","20","-0.1","94433000","906318000","317258000","496100000","3643160000","2064290000","1423170000","578423000","338923000","318726000","128306000","79547000","2023-08-16 21:44:03","2023-08-16 21:44:03"
"1536","Tecidos, Vestuário e Calçados","Fios e Tecidos","KARSTEN PN","2023-06-30","CTKA4","11","21.3","6205000","535573000","55675000","411333000","609189000","-133688000","638847000","53921000","28480000","151416000","15968000","11613000","2023-08-16 21:44:07","2023-08-16 21:44:07"
"1537","Construção e Engenharia","Produtos para Construção","HAGA ON","2023-06-30","HAGA4","-4.3","8.7","11900000","20754100","39223400","50029100","59036300","-55453600","29589500","-794270","7639330","6960090","69027","1038550","2023-08-16 21:44:10","2023-08-16 21:44:10"
"1538","Agropecuária","Agricultura","AGROGALAXY ON NM","2023-06-30","AGXY3","12.6","60.2","170825000","2110960000","1182030000","6944080000","8756780000","1055090000","11097500000","475711000","-196432000","1832010000","-186287000","-388825000","2023-08-16 21:44:15","2023-08-16 21:44:15"
"1539","Material de Transporte","Material Rodoviário","TUPY ON","2023-06-30","TUPY3","12.4","25","144178000","3379930000","1148950000","6027210000","9812250000","3109040000","11055400000","912023000","452886000","2965860000","244075000","59903000","2023-08-16 21:44:17","2023-08-16 21:44:17"
"1540","Serviços Diversos","Serviços Diversos","DTCOM ON","2023-06-30","DTCY3","-28.5","-15.6","11131000","1079000","1102000","3298000","9072000","-368000","9557000","-2234000","1917000","1879000","-1308000","184000","2023-08-16 21:44:19","2023-08-16 21:44:19"
"1541","Comércio","Eletrodomésticos","MAGAZ LUIZA ON NM","2023-06-30","MGLU3","4.4","23","6748930000","7231730000","2486800000","19085500000","35598900000","10011500000","37614000000","1108990000","-895639000","8572260000","226004000","-301746000","2023-08-16 21:44:38","2023-08-16 21:44:38"
"1542","Programas e Serviços","Programas e Serviços","WESTWING ON NM","2023-06-30","WEST3","-39.3","-9.9","110498000","26740000","150004000","240486000","391094000","286731000","221479000","-82301000","-58178000","45743000","-17726000","-9080000","2023-08-16 21:44:47","2023-08-16 21:44:47"
"1543","Diversos","Aluguel de carros","LOCALIZA RENT A CAR ON","2023-06-30","RENT3","8.8","24.6","1060360000","36851600000","9730360000","16764900000","71955900000","24880200000","25694300000","5097250000","1304290000","6846160000","806666000","-88069000","2023-08-16 21:44:52","2023-08-16 21:44:52"
"1544","Telecomunicações","Telecomunicações","BRISANET ON NM","2023-06-30","BRIT3","11.2","32.5","449095000","1205460000","455054000","654858000","3029380000","1447910000","1124000000","281570000","121756000","300207000","69355000","44014000","2023-08-16 21:44:56","2023-08-16 21:44:56"
"1545","Alimentos Processados","Carnes e Derivados","JBS ON NM","2023-06-30","JBSS3","-32.1","19.4","2218120000","93799000000","13548700000","72247700000","198343000000","42355300000","367860000000","-50307400000","4647070000","89382600000","1679420000","-263624000","2023-08-16 21:45:07","2023-08-16 21:45:07"
"1546","Alimentos Processados","Carnes e Derivados","BRF Foods ON NM","2023-06-30","BRFS3","0.4","17","1682470000","23833200000","7921260000","23952600000","54279200000","9152650000","54207600000","130142000","-3427720000","12205000000","-411346000","-1358910000","2023-08-16 21:45:17","2023-08-16 21:45:17"
"1547","Serviços Financeiros Diversos","Serviços Financeiros Diversos","BOA VISTA ON NM","2023-06-30","BOAS3","12.8","11","529843000","8425000","1146460000","1372110000","2479570000","2298770000","854577000","164520000","276820000","205781000","34846000","63890000","2023-08-16 21:45:20","2023-08-16 21:45:20"
"1548","Computadores e Equipamentos","Computadores e Equipamentos","MULTILASER ON NM","2023-06-30","MLAS3","-10","-7.9","820539000","1099710000","901775000","5196640000","6515220000","3754480000","4009680000","-492237000","-435765000","989847000","-17777000","43519000","2023-08-16 21:45:22","2023-08-16 21:45:22"
"1549","Utilidades Domésticas","Móveis","UNICASA ON NM","2023-06-30","UCAS3","3.1","15.2","66086000","16153000","30804000","93611000","299111000","192763000","228538000","7868000","17058000","51017000","-106000","1213000","2023-08-16 21:45:23","2023-08-16 21:45:23"
"1550","Água e Saneamento","Água e Saneamento","ORIZON ON NM","2023-06-30","ORVR3","3.4","41.4","82950900","1007540000","134757000","519927000","2099360000","615668000","761476000","65457000","-167111000","196245000","41939000","-5149000","2023-08-16 21:45:25","2023-08-16 21:45:25"
"1551","Construção Civil","Incorporações","VIVER ON NM","2023-06-30","VIVR3","-6.7","66","23478000","32943000","30631000","164848000","325398000","18455000","111621000","-19093000","-63883000","11638000","-13914000","-14858000","2023-08-16 21:45:26","2023-08-16 21:45:26"
